cod_ibge;Municipio;Ano;Grupos Numero;Grupos;População
3526209;Juquitiba;2022;1;Baixo;27413
3526209;Juquitiba;2024;1;Baixo;26940
3526308;Lagoinha;2014;1;Baixo;4823
3526308;Lagoinha;2016;1;Baixo;4818
3526308;Lagoinha;2018;2;Médio;4818
3526308;Lagoinha;2020;2;Médio;4819
3526308;Lagoinha;2022;2;Médio;5081
3526308;Lagoinha;2024;2;Médio;5103
3526407;Laranjal Paulista;2014;1;Baixo;26307
3526407;Laranjal Paulista;2016;1;Baixo;26830
3526407;Laranjal Paulista;2018;2;Médio;27327
3526407;Laranjal Paulista;2020;2;Médio;27834
3526407;Laranjal Paulista;2022;2;Médio;26254
3526407;Laranjal Paulista;2024;2;Médio;26349
3526506;Lavínia;2014;2;Médio;8642
3526506;Lavínia;2016;2;Médio;8594
3526506;Lavínia;2018;2;Médio;8547
3526506;Lavínia;2020;2;Médio;8500
3526506;Lavínia;2022;1;Baixo;9682
3526506;Lavínia;2024;2;Médio;9795
3526605;Lavrinhas;2014;1;Baixo;6822
3526605;Lavrinhas;2016;1;Baixo;6938
3526605;Lavrinhas;2018;1;Baixo;7051
3526605;Lavrinhas;2020;1;Baixo;7167
3526605;Lavrinhas;2022;1;Baixo;7167
3526605;Lavrinhas;2024;1;Baixo;7231
3526704;Leme;2014;2;Médio;95535
3526704;Leme;2016;2;Médio;97403
3526704;Leme;2018;3;Alto;99172
3526704;Leme;2020;3;Alto;100975
3526704;Leme;2022;2;Médio;98115
3526704;Leme;2024;2;Médio;98618
3526803;Lençóis Paulista;2014;3;Alto;63474
3526803;Lençóis Paulista;2016;3;Alto;64470
3526803;Lençóis Paulista;2018;3;Alto;65399
3526803;Lençóis Paulista;2020;4;Muito alto;66343
3526803;Lençóis Paulista;2022;3;Alto;66468
3526803;Lençóis Paulista;2024;4;Muito alto;67056
3526902;Limeira;2014;2;Médio;284627
3526902;Limeira;2016;3;Alto;288741
3526902;Limeira;2018;3;Alto;292497
3526902;Limeira;2020;4;Muito alto;296300
3526902;Limeira;2022;3;Alto;291756
3526902;Limeira;2024;4;Muito alto;293162
3527009;Lindóia;2014;3;Alto;7164
3527009;Lindóia;2016;3;Alto;7370
3527009;Lindóia;2018;3;Alto;7544
3527009;Lindóia;2020;3;Alto;7722
3527009;Lindóia;2022;2;Médio;7012
3527009;Lindóia;2024;3;Alto;7029
3527108;Lins;2014;2;Médio;73058
3527108;Lins;2016;2;Médio;73801
3527108;Lins;2018;3;Alto;74441
3527108;Lins;2020;2;Médio;75087
3527108;Lins;2022;2;Médio;74755
3527108;Lins;2024;3;Alto;74927
3527207;Lorena;2014;1;Baixo;84217
3527207;Lorena;2016;1;Baixo;85046
3527207;Lorena;2018;2;Médio;85839
3527207;Lorena;2020;2;Médio;86639
3527207;Lorena;2022;1;Baixo;84839
3527207;Lorena;2024;2;Médio;84704
3527256;Lourdes;2014;3;Alto;2156
3527256;Lourdes;2016;3;Alto;2166
3527256;Lourdes;2018;3;Alto;2174
3527256;Lourdes;2020;1;Baixo;2182
3527256;Lourdes;2022;1;Baixo;1951
3527256;Lourdes;2024;1;Baixo;1876
3527306;Louveira;2014;4;Muito alto;41974
3527306;Louveira;2016;4;Muito alto;44269
3527306;Louveira;2018;4;Muito alto;46225
3527306;Louveira;2020;4;Muito alto;48268
3527306;Louveira;2022;4;Muito alto;51727
3527306;Louveira;2024;4;Muito alto;54028
3527405;Lucélia;2014;2;Médio;20365
3527405;Lucélia;2016;3;Alto;20596
3527405;Lucélia;2018;3;Alto;20806
3527405;Lucélia;2020;3;Alto;21019
3527405;Lucélia;2022;2;Médio;20060
3527405;Lucélia;2024;2;Médio;19914
3527504;Lucianópolis;2014;2;Médio;2249
3527504;Lucianópolis;2016;2;Médio;2251
3527504;Lucianópolis;2018;2;Médio;2256
3527504;Lucianópolis;2020;2;Médio;2261
3527504;Lucianópolis;2022;2;Médio;2371
3527504;Lucianópolis;2024;4;Muito alto;2407
3527603;Luís Antônio;2014;2;Médio;12566
3527603;Luís Antônio;2016;2;Médio;13161
3527603;Luís Antônio;2018;3;Alto;13654
3527603;Luís Antônio;2020;4;Muito alto;14166
3527603;Luís Antônio;2022;3;Alto;12258
3527603;Luís Antônio;2024;3;Alto;12376
3527702;Luiziânia;2014;1;Baixo;5319
3527702;Luiziânia;2016;2;Médio;5465
3527702;Luiziânia;2018;3;Alto;5607
3527702;Luiziânia;2020;2;Médio;5754
3527702;Luiziânia;2022;2;Médio;4703
3527702;Luiziânia;2024;2;Médio;4624
3527801;Lupércio;2014;1;Baixo;4379
3527801;Lupércio;2016;1;Baixo;4393
3527801;Lupércio;2018;1;Baixo;4407
3527801;Lupércio;2020;1;Baixo;4421
3527801;Lupércio;2022;2;Médio;3983
3527801;Lupércio;2024;2;Médio;3901
3527900;Lutécia;2014;1;Baixo;2671
3527900;Lutécia;2016;2;Médio;2652
3527900;Lutécia;2018;3;Alto;2637
3527900;Lutécia;2020;3;Alto;2621
3527900;Lutécia;2022;1;Baixo;2661
3527900;Lutécia;2024;1;Baixo;2648
3528007;Macatuba;2014;3;Alto;16536
3528007;Macatuba;2016;2;Médio;16672
3528007;Macatuba;2018;3;Alto;16801
3528007;Macatuba;2020;3;Alto;16932
3528007;Macatuba;2022;3;Alto;16825
3528007;Macatuba;2024;2;Médio;16778
3528106;Macaubal;2014;2;Médio;7718
3528106;Macaubal;2016;2;Médio;7736
3528106;Macaubal;2018;2;Médio;7742
3528106;Macaubal;2020;3;Alto;7749
3528106;Macaubal;2022;2;Médio;7482
3528106;Macaubal;2024;2;Médio;7408
3528205;Macedônia;2014;2;Médio;3626
3528205;Macedônia;2016;3;Alto;3609
3528205;Macedônia;2018;4;Muito alto;3591
3528205;Macedônia;2020;2;Médio;3574
3528205;Macedônia;2022;3;Alto;3961
3528205;Macedônia;2024;4;Muito alto;4006
3528304;Magda;2014;1;Baixo;3156
3528304;Magda;2016;3;Alto;3133
3528304;Magda;2018;3;Alto;3110
3528304;Magda;2020;4;Muito alto;3088
3528304;Magda;2022;4;Muito alto;3165
3528304;Magda;2024;4;Muito alto;3144
3528403;Mairinque;2014;2;Médio;44522
3528403;Mairinque;2016;2;Médio;45149
3528403;Mairinque;2018;2;Médio;45732
3528403;Mairinque;2020;3;Alto;46323
3528403;Mairinque;2022;2;Médio;49976
3528403;Mairinque;2024;2;Médio;50832
3528502;Mairiporã;2014;1;Baixo;88150
3528502;Mairiporã;2016;1;Baixo;91745
3528502;Mairiporã;2018;2;Médio;95122
3528502;Mairiporã;2020;2;Médio;98622
3528502;Mairiporã;2022;2;Médio;93757
3528502;Mairiporã;2024;2;Médio;95229
3528601;Manduri;2014;1;Baixo;9220
3528601;Manduri;2016;1;Baixo;9328
3528601;Manduri;2018;2;Médio;9426
3528601;Manduri;2020;2;Médio;9525
3528601;Manduri;2022;2;Médio;9865
3528601;Manduri;2024;2;Médio;9949
3528700;Marabá Paulista;2014;1;Baixo;4853
3528700;Marabá Paulista;2016;2;Médio;4880
3528700;Marabá Paulista;2018;1;Baixo;4905
3528700;Marabá Paulista;2020;2;Médio;4931
3528700;Marabá Paulista;2022;1;Baixo;4575
3528700;Marabá Paulista;2024;2;Médio;4532
3528809;Maracaí;2014;2;Médio;13419
3528809;Maracaí;2016;3;Alto;13457
3528809;Maracaí;2018;3;Alto;13489
3528809;Maracaí;2020;3;Alto;13521
3528809;Maracaí;2022;2;Médio;12677
3528809;Maracaí;2024;3;Alto;12443
3528858;Marapoama;2014;3;Alto;2750
3528858;Marapoama;2016;3;Alto;2805
3528858;Marapoama;2018;3;Alto;2856
3528858;Marapoama;2020;4;Muito alto;2906
3528858;Marapoama;2022;4;Muito alto;3287
3528858;Marapoama;2024;4;Muito alto;3394
3528908;Mariápolis;2014;1;Baixo;3942
3528908;Mariápolis;2016;1;Baixo;3954
3528908;Mariápolis;2018;1;Baixo;3964
3528908;Mariápolis;2020;2;Médio;3975
3528908;Mariápolis;2022;2;Médio;3516
3528908;Mariápolis;2024;3;Alto;3441
3529005;Marília;2014;3;Alto;223002
3529005;Marília;2016;3;Alto;226005
3529005;Marília;2018;3;Alto;228763
3529005;Marília;2020;4;Muito alto;231554
3529005;Marília;2022;3;Alto;237475
3529005;Marília;2024;3;Alto;239616
3529104;Marinópolis;2014;1;Baixo;2104
3529104;Marinópolis;2016;2;Médio;2100
3529104;Marinópolis;2018;3;Alto;2098
3529104;Marinópolis;2020;3;Alto;2097
3529104;Marinópolis;2022;3;Alto;1862
3529104;Marinópolis;2024;3;Alto;1814
3529203;Martinópolis;2014;2;Médio;24808
3529203;Martinópolis;2016;2;Médio;25102
3529203;Martinópolis;2018;2;Médio;25384
3529203;Martinópolis;2020;2;Médio;25668
3529203;Martinópolis;2022;2;Médio;24876
3529203;Martinópolis;2024;3;Alto;24928
3529302;Matão;2014;3;Alto;78233
3529302;Matão;2016;3;Alto;78890
3529302;Matão;2018;4;Muito alto;79453
3529302;Matão;2020;4;Muito alto;80020
3529302;Matão;2022;4;Muito alto;79017
3529302;Matão;2024;4;Muito alto;78965
3529401;Mauá;2014;2;Médio;435171
3529401;Mauá;2016;2;Médio;443910
3529401;Mauá;2018;3;Alto;451947
3529401;Mauá;2020;3;Alto;460132
3529401;Mauá;2022;2;Médio;418253
3529401;Mauá;2024;2;Médio;415586
3529500;Mendonça;2014;4;Muito alto;4817
3529500;Mendonça;2016;4;Muito alto;4899
3529500;Mendonça;2018;4;Muito alto;4971
3529500;Mendonça;2020;4;Muito alto;5043
3529500;Mendonça;2022;4;Muito alto;6147
3529500;Mendonça;2024;4;Muito alto;6373
3529609;Meridiano;2014;3;Alto;3810
3529609;Meridiano;2016;4;Muito alto;3786
3529609;Meridiano;2018;4;Muito alto;3762
3529609;Meridiano;2020;4;Muito alto;3739
3529609;Meridiano;2022;3;Alto;4567
3529609;Meridiano;2024;4;Muito alto;4683
3529658;Mesópolis;2014;2;Médio;1887
3529658;Mesópolis;2016;3;Alto;1888
3529658;Mesópolis;2018;3;Alto;1890
3529658;Mesópolis;2020;3;Alto;1893
3529658;Mesópolis;2022;2;Médio;1952
3529658;Mesópolis;2024;3;Alto;1948
3529708;Miguelópolis;2014;2;Médio;20864
3529708;Miguelópolis;2016;2;Médio;21061
3529708;Miguelópolis;2018;2;Médio;21242
3529708;Miguelópolis;2020;2;Médio;21424
3529708;Miguelópolis;2022;2;Médio;19448
3529708;Miguelópolis;2024;3;Alto;19147
3529807;Mineiros do Tietê;2014;1;Baixo;12264
3529807;Mineiros do Tietê;2016;1;Baixo;12377
3529807;Mineiros do Tietê;2018;1;Baixo;12487
3529807;Mineiros do Tietê;2020;2;Médio;12597
3529807;Mineiros do Tietê;2022;2;Médio;11235
3529807;Mineiros do Tietê;2024;2;Médio;11058
3529906;Miracatu;2014;1;Baixo;20141
3529906;Miracatu;2016;1;Baixo;20008
3529906;Miracatu;2018;1;Baixo;19971
3529906;Miracatu;2020;2;Médio;19934
3529906;Miracatu;2022;1;Baixo;18566
3529906;Miracatu;2024;1;Baixo;18066
3530003;Mira Estrela;2014;2;Médio;2869
3530003;Mira Estrela;2016;3;Alto;2893
3530003;Mira Estrela;2018;4;Muito alto;2916
3530003;Mira Estrela;2020;4;Muito alto;2939
3530003;Mira Estrela;2022;3;Alto;3124
3530003;Mira Estrela;2024;2;Médio;3153
3530102;Mirandópolis;2014;2;Médio;27996
3530102;Mirandópolis;2016;2;Médio;28232
3530102;Mirandópolis;2018;2;Médio;28438
3530102;Mirandópolis;2020;2;Médio;28646
3530102;Mirandópolis;2022;2;Médio;27979
3530102;Mirandópolis;2024;2;Médio;27846
3530201;Mirante do Paranapanema;2014;1;Baixo;17355
3530201;Mirante do Paranapanema;2016;2;Médio;17498
3530201;Mirante do Paranapanema;2018;3;Alto;17634
3530201;Mirante do Paranapanema;2020;2;Médio;17769
3530201;Mirante do Paranapanema;2022;1;Baixo;15925
3530201;Mirante do Paranapanema;2024;2;Médio;15625
3530300;Mirassol;2014;3;Alto;55493
3530300;Mirassol;2016;3;Alto;56311
3530300;Mirassol;2018;3;Alto;57062
3530300;Mirassol;2020;4;Muito alto;57824
3530300;Mirassol;2022;4;Muito alto;63265
3530300;Mirassol;2024;4;Muito alto;64694
3530409;Mirassolândia;2014;2;Médio;4458
3530409;Mirassolândia;2016;2;Médio;4540
3530409;Mirassolândia;2018;3;Alto;4621
3530409;Mirassolândia;2020;3;Alto;4702
3530409;Mirassolândia;2022;3;Alto;4666
3530409;Mirassolândia;2024;4;Muito alto;4716
3530508;Mococa;2014;2;Médio;66463
3530508;Mococa;2016;3;Alto;66557
3530508;Mococa;2018;3;Alto;66655
3530508;Mococa;2020;3;Alto;66753
3530508;Mococa;2022;2;Médio;67671
3530508;Mococa;2024;3;Alto;67523
3530607;Mogi das Cruzes;2014;1;Baixo;405959
3530607;Mogi das Cruzes;2016;2;Médio;415107
3530607;Mogi das Cruzes;2018;3;Alto;423912
3530607;Mogi das Cruzes;2020;3;Alto;432905
3530607;Mogi das Cruzes;2022;3;Alto;451028
3530607;Mogi das Cruzes;2024;3;Alto;458780
3530706;Mogi Guaçu;2014;3;Alto;141862
3530706;Mogi Guaçu;2016;3;Alto;144106
3530706;Mogi Guaçu;2018;3;Alto;146200
3530706;Mogi Guaçu;2020;3;Alto;148325
3530706;Mogi Guaçu;2022;3;Alto;153538
3530706;Mogi Guaçu;2024;3;Alto;155511
3530805;Mogi Mirim;2014;2;Médio;88244
3530805;Mogi Mirim;2016;3;Alto;89042
3530805;Mogi Mirim;2018;4;Muito alto;89738
3530805;Mogi Mirim;2020;4;Muito alto;90439
3530805;Mogi Mirim;2022;3;Alto;92515
3530805;Mogi Mirim;2024;3;Alto;93013
3530904;Mombuca;2014;1;Baixo;3294
3530904;Mombuca;2016;1;Baixo;3307
3530904;Mombuca;2018;2;Médio;3320
3530904;Mombuca;2020;3;Alto;3332
3530904;Mombuca;2022;3;Alto;3719
3530904;Mombuca;2024;3;Alto;3764
3531001;Monções;2014;2;Médio;2154
3531001;Monções;2016;3;Alto;2163
3531001;Monções;2018;4;Muito alto;2169
3531001;Monções;2020;4;Muito alto;2175
3531001;Monções;2022;3;Alto;1938
3531001;Monções;2024;4;Muito alto;1872
3531100;Mongaguá;2014;1;Baixo;49687
3531100;Mongaguá;2016;1;Baixo;51380
3531100;Mongaguá;2018;1;Baixo;52970
3531100;Mongaguá;2020;2;Médio;54610
3531100;Mongaguá;2022;1;Baixo;61826
3531100;Mongaguá;2024;1;Baixo;64074
3531209;Monte Alegre do Sul;2014;3;Alto;7415
3531209;Monte Alegre do Sul;2016;4;Muito alto;7536
3531209;Monte Alegre do Sul;2018;4;Muito alto;7642
3531209;Monte Alegre do Sul;2020;4;Muito alto;7749
3531209;Monte Alegre do Sul;2022;3;Alto;8616
3531209;Monte Alegre do Sul;2024;4;Muito alto;8849
3531308;Monte Alto;2014;2;Médio;47453
3531308;Monte Alto;2016;3;Alto;47811
3531308;Monte Alto;2018;3;Alto;48107
3531308;Monte Alto;2020;3;Alto;48405
3531308;Monte Alto;2022;3;Alto;47567
3531308;Monte Alto;2024;3;Alto;47388
3531407;Monte Aprazível;2014;2;Médio;22557
3531407;Monte Aprazível;2016;2;Médio;22909
3531407;Monte Aprazível;2018;3;Alto;23181
3531407;Monte Aprazível;2020;3;Alto;23458
3531407;Monte Aprazível;2022;2;Médio;22276
3531407;Monte Aprazível;2024;3;Alto;22356
3531506;Monte Azul Paulista;2014;2;Médio;18630
3531506;Monte Azul Paulista;2016;2;Médio;18481
3531506;Monte Azul Paulista;2018;2;Médio;18335
3531506;Monte Azul Paulista;2020;3;Alto;18191
3531506;Monte Azul Paulista;2022;3;Alto;18156
3531506;Monte Azul Paulista;2024;4;Muito alto;17899
3531605;Monte Castelo;2014;2;Médio;4027
3531605;Monte Castelo;2016;2;Médio;4011
3531605;Monte Castelo;2018;3;Alto;4001
3531605;Monte Castelo;2020;3;Alto;3991
3531605;Monte Castelo;2022;3;Alto;4221
3531605;Monte Castelo;2024;3;Alto;4219
3531704;Monteiro Lobato;2014;1;Baixo;4261
3531704;Monteiro Lobato;2016;1;Baixo;4330
3531704;Monteiro Lobato;2018;1;Baixo;4398
3531704;Monteiro Lobato;2020;1;Baixo;4465
3531704;Monteiro Lobato;2022;2;Médio;4138
3531704;Monteiro Lobato;2024;2;Médio;4162
3531803;Monte Mor;2014;3;Alto;53151
3531803;Monte Mor;2016;3;Alto;55313
3531803;Monte Mor;2018;3;Alto;57423
3531803;Monte Mor;2020;3;Alto;59614
3531803;Monte Mor;2022;2;Médio;64537
3531803;Monte Mor;2024;3;Alto;66796
3531902;Morro Agudo;2014;2;Médio;30422
3531902;Morro Agudo;2016;2;Médio;31073
3531902;Morro Agudo;2018;2;Médio;31696
3531902;Morro Agudo;2020;2;Médio;32332
3531902;Morro Agudo;2022;2;Médio;27941
3531902;Morro Agudo;2024;2;Médio;27587
3532009;Morungaba;2014;2;Médio;12374
3532009;Morungaba;2016;1;Baixo;12674
3532009;Morungaba;2018;1;Baixo;12958
3532009;Morungaba;2020;2;Médio;13247
3532009;Morungaba;2022;3;Alto;13705
3532009;Morungaba;2024;2;Médio;14054
3532058;Motuca;2014;2;Médio;4432
3532058;Motuca;2016;2;Médio;4502
3532058;Motuca;2018;2;Médio;4569
3532058;Motuca;2020;2;Médio;4638
3532058;Motuca;2022;3;Alto;4036
3532058;Motuca;2024;3;Alto;3932
3532108;Murutinga do Sul;2014;1;Baixo;4228
3532108;Murutinga do Sul;2016;1;Baixo;4247
3532108;Murutinga do Sul;2018;1;Baixo;4264
3532108;Murutinga do Sul;2020;2;Médio;4281
3532108;Murutinga do Sul;2022;1;Baixo;3740
3532108;Murutinga do Sul;2024;3;Alto;3645
3532157;Nantes;2014;2;Médio;2856
3532157;Nantes;2016;2;Médio;2930
3532157;Nantes;2018;2;Médio;3000
3532157;Nantes;2020;3;Alto;3071
3532157;Nantes;2022;2;Médio;2660
3532157;Nantes;2024;2;Médio;2634
3532207;Narandiba;2014;2;Médio;4504
3532207;Narandiba;2016;3;Alto;4616
3532207;Narandiba;2018;3;Alto;4727
3532207;Narandiba;2020;2;Médio;4841
3532207;Narandiba;2022;3;Alto;5702
3532207;Narandiba;2024;2;Médio;5940
3532306;Natividade da Serra;2014;1;Baixo;6679
3532306;Natividade da Serra;2016;1;Baixo;6683
3532306;Natividade da Serra;2018;1;Baixo;6690
3532306;Natividade da Serra;2020;1;Baixo;6698
3532306;Natividade da Serra;2022;1;Baixo;6997
3532306;Natividade da Serra;2024;1;Baixo;7013
3532405;Nazaré Paulista;2014;1;Baixo;17236
3532405;Nazaré Paulista;2016;1;Baixo;17646
3532405;Nazaré Paulista;2018;2;Médio;18041
3532405;Nazaré Paulista;2020;2;Médio;18445
3532405;Nazaré Paulista;2022;2;Médio;18204
3532405;Nazaré Paulista;2024;2;Médio;18422
3532504;Neves Paulista;2014;2;Médio;8727
3532504;Neves Paulista;2016;2;Médio;8697
3532504;Neves Paulista;2018;3;Alto;8659
3532504;Neves Paulista;2020;3;Alto;8620
3532504;Neves Paulista;2022;2;Médio;9692
3532504;Neves Paulista;2024;4;Muito alto;9803
3532603;Nhandeara;2014;2;Médio;10780
3532603;Nhandeara;2016;3;Alto;10793
3532603;Nhandeara;2018;4;Muito alto;10787
3532603;Nhandeara;2020;4;Muito alto;10782
3532603;Nhandeara;2022;3;Alto;9858
3532603;Nhandeara;2024;3;Alto;9674
3532702;Nipoã;2014;1;Baixo;4578
3532702;Nipoã;2016;2;Médio;4720
3532702;Nipoã;2018;2;Médio;4843
3532702;Nipoã;2020;3;Alto;4969
3532702;Nipoã;2022;2;Médio;4747
3532702;Nipoã;2024;2;Médio;4799
3532801;Nova Aliança;2014;2;Médio;6122
3532801;Nova Aliança;2016;3;Alto;6237
3532801;Nova Aliança;2018;3;Alto;6342
3532801;Nova Aliança;2020;3;Alto;6450
3532801;Nova Aliança;2022;4;Muito alto;6687
3532801;Nova Aliança;2024;3;Alto;6805
3532827;Nova Campina;2014;1;Baixo;8949
3532827;Nova Campina;2016;1;Baixo;9183
3532827;Nova Campina;2018;1;Baixo;9425
3532827;Nova Campina;2020;1;Baixo;9675
3532827;Nova Campina;2022;1;Baixo;8497
3532827;Nova Campina;2024;1;Baixo;8461
3532843;Nova Canaã Paulista;2014;2;Médio;2039
3532843;Nova Canaã Paulista;2016;3;Alto;2003
3532843;Nova Canaã Paulista;2018;4;Muito alto;1970
3532843;Nova Canaã Paulista;2020;3;Alto;1937
3532843;Nova Canaã Paulista;2022;2;Médio;2033
3532843;Nova Canaã Paulista;2024;2;Médio;2001
3532868;Nova Castilho;2014;4;Muito alto;1149
3532868;Nova Castilho;2016;4;Muito alto;1159
3532868;Nova Castilho;2018;4;Muito alto;1167
3532868;Nova Castilho;2020;3;Alto;1176
3532868;Nova Castilho;2022;2;Médio;1062
3532868;Nova Castilho;2024;4;Muito alto;1043
3532900;Nova Europa;2014;1;Baixo;9890
3532900;Nova Europa;2016;2;Médio;10184
3532900;Nova Europa;2018;2;Médio;10463
3532900;Nova Europa;2020;3;Alto;10749
3532900;Nova Europa;2022;2;Médio;9311
3532900;Nova Europa;2024;3;Alto;9218
3533007;Nova Granada;2014;1;Baixo;19892
3533007;Nova Granada;2016;1;Baixo;20245
3533007;Nova Granada;2018;2;Médio;20578
3533007;Nova Granada;2020;3;Alto;20918
3533007;Nova Granada;2022;2;Médio;19417
3533007;Nova Granada;2024;2;Médio;19326
3533106;Nova Guataporanga;2014;2;Médio;2184
3533106;Nova Guataporanga;2016;2;Médio;2187
3533106;Nova Guataporanga;2018;3;Alto;2189
3533106;Nova Guataporanga;2020;3;Alto;2191
3533106;Nova Guataporanga;2022;3;Alto;2156
3533106;Nova Guataporanga;2024;3;Alto;2137
3533205;Nova Independência;2014;1;Baixo;3352
3533205;Nova Independência;2016;3;Alto;3488
3533205;Nova Independência;2018;4;Muito alto;3607
3533205;Nova Independência;2020;3;Alto;3731
3533205;Nova Independência;2022;2;Médio;4596
3533205;Nova Independência;2024;3;Alto;4836
3533254;Novais;2014;1;Baixo;4986
3533254;Novais;2016;1;Baixo;5174
3533254;Novais;2018;2;Médio;5339
3533254;Novais;2020;3;Alto;5509
3533254;Novais;2022;2;Médio;4413
3533254;Novais;2024;3;Alto;4368
3533304;Nova Luzitânia;2014;1;Baixo;3707
3533304;Nova Luzitânia;2016;1;Baixo;3830
3533304;Nova Luzitânia;2018;2;Médio;3936
3533304;Nova Luzitânia;2020;2;Médio;4044
3533304;Nova Luzitânia;2022;3;Alto;2841
3533304;Nova Luzitânia;2024;4;Muito alto;2712
3533403;Nova Odessa;2014;3;Alto;54139
3533403;Nova Odessa;2016;3;Alto;55523
3533403;Nova Odessa;2018;4;Muito alto;56767
3533403;Nova Odessa;2020;4;Muito alto;58039
3533403;Nova Odessa;2022;4;Muito alto;61937
3533403;Nova Odessa;2024;4;Muito alto;63457
3533502;Novo Horizonte;2014;3;Alto;37578
3533502;Novo Horizonte;2016;4;Muito alto;38059
3533502;Novo Horizonte;2018;4;Muito alto;38504
3533502;Novo Horizonte;2020;4;Muito alto;38954
3533502;Novo Horizonte;2022;3;Alto;38312
3533502;Novo Horizonte;2024;4;Muito alto;38441
3533601;Nuporanga;2014;3;Alto;7007
3533601;Nuporanga;2016;3;Alto;7099
3533601;Nuporanga;2018;4;Muito alto;7183
3533601;Nuporanga;2020;4;Muito alto;7268
3533601;Nuporanga;2022;3;Alto;7387
3533601;Nuporanga;2024;4;Muito alto;7477
3533700;Ocauçu;2014;2;Médio;4153
3533700;Ocauçu;2016;3;Alto;4150
3533700;Ocauçu;2018;3;Alto;4148
3533700;Ocauçu;2020;4;Muito alto;4146
3533700;Ocauçu;2022;3;Alto;4330
3533700;Ocauçu;2024;3;Alto;4343
3533809;Óleo;2014;1;Baixo;2601
3533809;Óleo;2016;2;Médio;2572
3533809;Óleo;2018;3;Alto;2550
3533809;Óleo;2020;1;Baixo;2527
3533809;Óleo;2022;3;Alto;2513
3533809;Óleo;2024;2;Médio;2466
3533908;Olímpia;2014;3;Alto;51092
3533908;Olímpia;2016;3;Alto;51598
3533908;Olímpia;2018;4;Muito alto;52055
3533908;Olímpia;2020;4;Muito alto;52516
3533908;Olímpia;2022;4;Muito alto;55037
3533908;Olímpia;2024;4;Muito alto;55778
3534005;Onda Verde;2014;2;Médio;4023
3534005;Onda Verde;2016;3;Alto;4093
3534005;Onda Verde;2018;2;Médio;4159
3534005;Onda Verde;2020;3;Alto;4225
3534005;Onda Verde;2022;3;Alto;4764
3534005;Onda Verde;2024;3;Alto;4882
3534104;Oriente;2014;1;Baixo;6164
3534104;Oriente;2016;1;Baixo;6198
3534104;Oriente;2018;2;Médio;6231
3534104;Oriente;2020;2;Médio;6265
3534104;Oriente;2022;2;Médio;6085
3534104;Oriente;2024;2;Médio;6042
3534203;Orindiúva;2014;2;Médio;6177
3534203;Orindiúva;2016;4;Muito alto;6421
3534203;Orindiúva;2018;4;Muito alto;6640
3534203;Orindiúva;2020;4;Muito alto;6866
3534203;Orindiúva;2022;4;Muito alto;6022
3534203;Orindiúva;2024;4;Muito alto;6047
3534302;Orlândia;2014;2;Médio;40837
3534302;Orlândia;2016;3;Alto;41341
3534302;Orlândia;2018;4;Muito alto;41801
3534302;Orlândia;2020;3;Alto;42266
3534302;Orlândia;2022;2;Médio;38329
3534302;Orlândia;2024;3;Alto;37841
3534401;Osasco;2014;2;Médio;671686
3534401;Osasco;2016;2;Médio;674552
3534401;Osasco;2018;3;Alto;677750
3534401;Osasco;2020;3;Alto;680964
3534401;Osasco;2022;3;Alto;728166
3534401;Osasco;2024;3;Alto;733744
3534500;Oscar Bressane;2014;2;Médio;2527
3534500;Oscar Bressane;2016;1;Baixo;2522
3534500;Oscar Bressane;2018;3;Alto;2518
3534500;Oscar Bressane;2020;4;Muito alto;2514
3534500;Oscar Bressane;2022;2;Médio;2470
3534500;Oscar Bressane;2024;2;Médio;2426
3534609;Osvaldo Cruz;2014;3;Alto;31088
3534609;Osvaldo Cruz;2016;3;Alto;31159
3534609;Osvaldo Cruz;2018;2;Médio;31210
3534609;Osvaldo Cruz;2020;3;Alto;31263
3534609;Osvaldo Cruz;2022;2;Médio;31270
3534609;Osvaldo Cruz;2024;4;Muito alto;31185
3534708;Ourinhos;2014;2;Médio;106106
3534708;Ourinhos;2016;3;Alto;107616
3534708;Ourinhos;2018;3;Alto;109043
3534708;Ourinhos;2020;3;Alto;110489
3534708;Ourinhos;2022;3;Alto;103963
3534708;Ourinhos;2024;3;Alto;103408
3534757;Ouroeste;2014;3;Alto;8979
3534757;Ouroeste;2016;3;Alto;9259
3534757;Ouroeste;2018;4;Muito alto;9515
3534757;Ouroeste;2020;4;Muito alto;9777
3534757;Ouroeste;2022;3;Alto;10280
3534757;Ouroeste;2024;3;Alto;10518
3534807;Ouro Verde;2014;1;Baixo;7987
3534807;Ouro Verde;2016;2;Médio;8082
3534807;Ouro Verde;2018;1;Baixo;8174
3534807;Ouro Verde;2020;2;Médio;8268
3534807;Ouro Verde;2022;1;Baixo;7779
3534807;Ouro Verde;2024;3;Alto;7741
3534906;Pacaembu;2014;1;Baixo;13156
3534906;Pacaembu;2016;1;Baixo;13122
3534906;Pacaembu;2018;2;Médio;13090
3534906;Pacaembu;2020;3;Alto;13056
3534906;Pacaembu;2022;1;Baixo;14865
3534906;Pacaembu;2024;3;Alto;15067
3535002;Palestina;2014;2;Médio;11540
3535002;Palestina;2016;3;Alto;11766
3535002;Palestina;2018;3;Alto;11962
3535002;Palestina;2020;3;Alto;12160
3535002;Palestina;2022;3;Alto;11473
3535002;Palestina;2024;3;Alto;11503
3535101;Palmares Paulista;2014;1;Baixo;11785
