"cod_ibge";"municipio";"ano";"riqueza";"riqueza_estado";"longevidade";"longevidade_estado";"escolaridade";"escolaridade_estado";"IPDM";"IPDM_estado";"media"
3546801;"Santa Isabel";2016;0,335;0,438;0,701;0,717;0,564;0,511;0,533;0,555;1
3546801;"Santa Isabel";2018;0,373;0,451;0,697;0,721;0,596;0,563;0,555;0,578;1
3546801;"Santa Isabel";2020;0,364;0,439;0,727;0,722;0,636;0,594;0,576;0,585;1
3546801;"Santa Isabel";2022;0,37;0,441;0,66;0,697;0,542;0,556;0,524;0,565;1
3546801;"Santa Isabel";2024;0,373;0,464;0,737;0,716;0,538;0,569;0,549;0,583;1
3546900;"Santa Lúcia";2014;0,293;0,457;0,751;0,698;0,309;0,449;0,451;0,535;1
3546900;"Santa Lúcia";2016;0,273;0,438;0,706;0,717;0,446;0,511;0,475;0,555;1
3546900;"Santa Lúcia";2018;0,29;0,451;0,684;0,721;0,503;0,563;0,492;0,578;1
3546900;"Santa Lúcia";2020;0,284;0,439;0,601;0,722;0,462;0,594;0,449;0,585;1
3546900;"Santa Lúcia";2022;0,286;0,441;0,633;0,697;0,437;0,556;0,452;0,565;1
3546900;"Santa Lúcia";2024;0,318;0,464;0,697;0,716;0,54;0,569;0,518;0,583;1
3547007;"Santa Maria da Serra";2014;0,343;0,457;0,751;0,698;0,371;0,449;0,488;0,535;1
3547007;"Santa Maria da Serra";2016;0,305;0,438;0,766;0,717;0,421;0,511;0,497;0,555;1
3547007;"Santa Maria da Serra";2018;0,366;0,451;0,735;0,721;0,447;0,563;0,516;0,578;1
3547007;"Santa Maria da Serra";2020;0,361;0,439;0,707;0,722;0,518;0,594;0,529;0,585;1
3547007;"Santa Maria da Serra";2022;0,391;0,441;0,697;0,697;0,534;0,556;0,541;0,565;1
3547007;"Santa Maria da Serra";2024;0,399;0,464;0,706;0,716;0,51;0,569;0,538;0,583;1
3547106;"Santa Mercedes";2014;0,29;0,457;0,745;0,698;0,477;0,449;0,504;0,535;1
3547106;"Santa Mercedes";2016;0,265;0,438;0,766;0,717;0,52;0,511;0,517;0,555;1
3547106;"Santa Mercedes";2018;0,289;0,451;0,824;0,721;0,59;0,563;0,568;0,578;1
3547106;"Santa Mercedes";2020;0,284;0,439;0,735;0,722;0,567;0,594;0,529;0,585;1
3547106;"Santa Mercedes";2022;0,292;0,441;0,733;0,697;0,556;0,556;0,527;0,565;1
3547106;"Santa Mercedes";2024;0,331;0,464;0,754;0,716;0,754;0,569;0,613;0,583;0
3547205;"Santana da Ponte Pensa";2014;0,27;0,457;0,69;0,698;0,602;0,449;0,521;0,535;1
3547205;"Santana da Ponte Pensa";2016;0,267;0,438;0,682;0,717;0,885;0,511;0,611;0,555;0
3547205;"Santana da Ponte Pensa";2018;0,314;0,451;0,633;0,721;0,936;0,563;0,628;0,578;0
3547205;"Santana da Ponte Pensa";2020;0,34;0,439;0,815;0,722;0,893;0,594;0,683;0,585;0
3547205;"Santana da Ponte Pensa";2022;0,291;0,441;0,825;0,697;0,856;0,556;0,657;0,565;0
3547205;"Santana da Ponte Pensa";2024;0,338;0,464;0,916;0,716;0,929;0,569;0,728;0,583;0
3547304;"Santana de Parnaíba";2014;0,577;0,457;0,756;0,698;0,425;0,449;0,586;0,535;0
3547304;"Santana de Parnaíba";2016;0,537;0,438;0,795;0,717;0,501;0,511;0,611;0,555;0
3547304;"Santana de Parnaíba";2018;0,547;0,451;0,797;0,721;0,618;0,563;0,654;0,578;0
3547304;"Santana de Parnaíba";2020;0,534;0,439;0,794;0,722;0,615;0,594;0,648;0,585;0
3547304;"Santana de Parnaíba";2022;0,533;0,441;0,767;0,697;0,585;0,556;0,628;0,565;0
3547304;"Santana de Parnaíba";2024;0,447;0,464;0,772;0,716;0,634;0,569;0,618;0,583;0
3547403;"Santa Rita d'Oeste";2014;0,291;0,457;0,763;0,698;0,565;0,449;0,54;0,535;0
3547403;"Santa Rita d'Oeste";2016;0,288;0,438;0,743;0,717;0,693;0,511;0,575;0,555;0
3547403;"Santa Rita d'Oeste";2018;0,326;0,451;0,737;0,721;0,632;0,563;0,565;0,578;1
3547403;"Santa Rita d'Oeste";2020;0,343;0,439;0,744;0,722;0,794;0,594;0,627;0,585;0
3547403;"Santa Rita d'Oeste";2022;0,306;0,441;0,708;0,697;0,756;0,556;0,59;0,565;0
3547403;"Santa Rita d'Oeste";2024;0,363;0,464;0,833;0,716;0,849;0,569;0,682;0,583;0
3547502;"Santa Rita do Passa Quatro";2014;0,351;0,457;0,743;0,698;0,486;0,449;0,527;0,535;1
3547502;"Santa Rita do Passa Quatro";2016;0,335;0,438;0,727;0,717;0,52;0,511;0,527;0,555;1
3547502;"Santa Rita do Passa Quatro";2018;0,355;0,451;0,73;0,721;0,548;0,563;0,544;0,578;1
3547502;"Santa Rita do Passa Quatro";2020;0,355;0,439;0,684;0,722;0,546;0,594;0,528;0,585;1
3547502;"Santa Rita do Passa Quatro";2022;0,358;0,441;0,662;0,697;0,566;0,556;0,529;0,565;1
3547502;"Santa Rita do Passa Quatro";2024;0,392;0,464;0,754;0,716;0,561;0,569;0,569;0,583;1
3547601;"Santa Rosa de Viterbo";2014;0,37;0,457;0,76;0,698;0,434;0,449;0,521;0,535;1
3547601;"Santa Rosa de Viterbo";2016;0,338;0,438;0,796;0,717;0,509;0,511;0,548;0,555;1
3547601;"Santa Rosa de Viterbo";2018;0,347;0,451;0,799;0,721;0,479;0,563;0,542;0,578;1
3547601;"Santa Rosa de Viterbo";2020;0,346;0,439;0,741;0,722;0,545;0,594;0,544;0,585;1
3547601;"Santa Rosa de Viterbo";2022;0,348;0,441;0,783;0,697;0,489;0,556;0,54;0,565;1
3547601;"Santa Rosa de Viterbo";2024;0,374;0,464;0,707;0,716;0,498;0,569;0,526;0,583;1
3547650;"Santa Salete";2014;0,271;0,457;0,818;0,698;0,682;0,449;0,59;0,535;0
3547650;"Santa Salete";2016;0,269;0,438;0,969;0,717;0,901;0,511;0,713;0,555;0
3547650;"Santa Salete";2018;0,321;0,451;0,93;0,721;0,929;0,563;0,727;0,578;0
3547650;"Santa Salete";2020;0,35;0,439;0,704;0,722;0,923;0,594;0,659;0,585;0
3547650;"Santa Salete";2022;0,301;0,441;0,649;0,697;0,988;0,556;0,646;0,565;0
3547650;"Santa Salete";2024;0,356;0,464;0,617;0,716;0,96;0,569;0,644;0,583;0
3547700;"Santo Anastácio";2014;0,313;0,457;0,781;0,698;0,401;0,449;0,498;0,535;1
3547700;"Santo Anastácio";2016;0,306;0,438;0,678;0,717;0,495;0,511;0,493;0,555;1
3547700;"Santo Anastácio";2018;0,32;0,451;0,653;0,721;0,527;0,563;0,5;0,578;1
3547700;"Santo Anastácio";2020;0,329;0,439;0,729;0,722;0,613;0,594;0,557;0,585;1
3547700;"Santo Anastácio";2022;0,322;0,441;0,651;0,697;0,498;0,556;0,49;0,565;1
3547700;"Santo Anastácio";2024;0,344;0,464;0,719;0,716;0,531;0,569;0,531;0,583;1
3547809;"Santo André";2014;0,477;0,457;0,726;0,698;0,447;0,449;0,55;0,535;0
3547809;"Santo André";2016;0,449;0,438;0,741;0,717;0,514;0,511;0,568;0,555;0
3547809;"Santo André";2018;0,462;0,451;0,745;0,721;0,577;0,563;0,595;0,578;0
3547809;"Santo André";2020;0,446;0,439;0,739;0,722;0,607;0,594;0,597;0,585;0
3547809;"Santo André";2022;0,433;0,441;0,712;0,697;0,588;0,556;0,578;0,565;0
3547809;"Santo André";2024;0,482;0,464;0,745;0,716;0,591;0,569;0,606;0,583;0
3547908;"Santo Antônio da Alegria";2014;0,287;0,457;0,698;0,698;0,448;0,449;0,478;0,535;1
3547908;"Santo Antônio da Alegria";2016;0,271;0,438;0,718;0,717;0,542;0,511;0,51;0,555;1
3547908;"Santo Antônio da Alegria";2018;0,291;0,451;0,727;0,721;0,565;0,563;0,528;0,578;1
3547908;"Santo Antônio da Alegria";2020;0,289;0,439;0,654;0,722;0,621;0,594;0,521;0,585;1
3547908;"Santo Antônio da Alegria";2022;0,281;0,441;0,745;0,697;0,664;0,556;0,563;0,565;1
3547908;"Santo Antônio da Alegria";2024;0,24;0,464;0,809;0,716;0,65;0,569;0,566;0,583;1
3548005;"Santo Antônio de Posse";2014;0,433;0,457;0,71;0,698;0,418;0,449;0,52;0,535;1
3548005;"Santo Antônio de Posse";2016;0,419;0,438;0,734;0,717;0,446;0,511;0,533;0,555;1
3548005;"Santo Antônio de Posse";2018;0,442;0,451;0,751;0,721;0,566;0,563;0,586;0,578;0
3548005;"Santo Antônio de Posse";2020;0,456;0,439;0,789;0,722;0,57;0,594;0,605;0,585;0
3548005;"Santo Antônio de Posse";2022;0,454;0,441;0,711;0,697;0,488;0,556;0,551;0,565;1
3548005;"Santo Antônio de Posse";2024;0,464;0,464;0,771;0,716;0,546;0,569;0,594;0,583;0
3548054;"Santo Antônio do Aracanguá";2014;0,344;0,457;0,675;0,698;0,498;0,449;0,506;0,535;1
3548054;"Santo Antônio do Aracanguá";2016;0,358;0,438;0,714;0,717;0,592;0,511;0,555;0,555;1
3548054;"Santo Antônio do Aracanguá";2018;0,393;0,451;0,671;0,721;0,69;0,563;0,585;0,578;0
3548054;"Santo Antônio do Aracanguá";2020;0,398;0,439;0,685;0,722;0,643;0,594;0,575;0,585;1
3548054;"Santo Antônio do Aracanguá";2022;0,377;0,441;0,619;0,697;0,634;0,556;0,543;0,565;1
3548054;"Santo Antônio do Aracanguá";2024;0,404;0,464;0,687;0,716;0,645;0,569;0,579;0,583;1
3548104;"Santo Antônio do Jardim";2014;0,332;0,457;0,758;0,698;0,551;0,449;0,547;0,535;0
3548104;"Santo Antônio do Jardim";2016;0,32;0,438;0,736;0,717;0,619;0,511;0,558;0,555;0
3548104;"Santo Antônio do Jardim";2018;0,342;0,451;0,736;0,721;0,64;0,563;0,573;0,578;1
3548104;"Santo Antônio do Jardim";2020;0,332;0,439;0,744;0,722;0,7;0,594;0,592;0,585;0
3548104;"Santo Antônio do Jardim";2022;0,326;0,441;0,676;0,697;0,593;0,556;0,532;0,565;1
3548104;"Santo Antônio do Jardim";2024;0,38;0,464;0,723;0,716;0,494;0,569;0,532;0,583;1
3548203;"Santo Antônio do Pinhal";2014;0,284;0,457;0,552;0,698;0,412;0,449;0,416;0,535;1
3548203;"Santo Antônio do Pinhal";2016;0,27;0,438;0,654;0,717;0,49;0,511;0,471;0,555;1
3548203;"Santo Antônio do Pinhal";2018;0,301;0,451;0,685;0,721;0,559;0,563;0,515;0,578;1
3548203;"Santo Antônio do Pinhal";2020;0,297;0,439;0,64;0,722;0,613;0,594;0,517;0,585;1
3548203;"Santo Antônio do Pinhal";2022;0,297;0,441;0,6;0,697;0,537;0,556;0,478;0,565;1
3548203;"Santo Antônio do Pinhal";2024;0,332;0,464;0,69;0,716;0,561;0,569;0,528;0,583;1
3548302;"Santo Expedito";2014;0,218;0,457;0,704;0,698;0,38;0,449;0,434;0,535;1
3548302;"Santo Expedito";2016;0,217;0,438;0,661;0,717;0,386;0,511;0,421;0,555;1
3548302;"Santo Expedito";2018;0,25;0,451;0,725;0,721;0,45;0,563;0,475;0,578;1
3548302;"Santo Expedito";2020;0,254;0,439;0,82;0,722;0,431;0,594;0,502;0,585;1
3548302;"Santo Expedito";2022;0,24;0,441;0,731;0,697;0,542;0,556;0,504;0,565;1
3548302;"Santo Expedito";2024;0,246;0,464;0,861;0,716;0,469;0,569;0,525;0,583;1
3548401;"Santópolis do Aguapeí";2014;0,284;0,457;0,659;0,698;0,479;0,449;0,474;0,535;1
3548401;"Santópolis do Aguapeí";2016;0,258;0,438;0,702;0,717;0,639;0,511;0,533;0,555;1
3548401;"Santópolis do Aguapeí";2018;0,282;0,451;0,731;0,721;0,599;0,563;0,537;0,578;1
3548401;"Santópolis do Aguapeí";2020;0,275;0,439;0,72;0,722;0,671;0,594;0,555;0,585;1
3548401;"Santópolis do Aguapeí";2022;0,269;0,441;0,686;0,697;0,57;0,556;0,508;0,565;1
3548401;"Santópolis do Aguapeí";2024;0,316;0,464;0,756;0,716;0,567;0,569;0,546;0,583;1
3548500;"Santos";2014;0,534;0,457;0,681;0,698;0,473;0,449;0,563;0,535;0
3548500;"Santos";2016;0,505;0,438;0,712;0,717;0,555;0,511;0,591;0,555;0
3548500;"Santos";2018;0,521;0,451;0,727;0,721;0,558;0,563;0,602;0,578;0
3548500;"Santos";2020;0,502;0,439;0,746;0,722;0,564;0,594;0,604;0,585;0
3548500;"Santos";2022;0,499;0,441;0,741;0,697;0,555;0,556;0,598;0,565;0
3548500;"Santos";2024;0,445;0,464;0,756;0,716;0,547;0,569;0,583;0,583;1
3548609;"São Bento do Sapucaí";2014;0,272;0,457;0,793;0,698;0,493;0,449;0,519;0,535;1
3548609;"São Bento do Sapucaí";2016;0,263;0,438;0,766;0,717;0,55;0,511;0,526;0,555;1
3548609;"São Bento do Sapucaí";2018;0,29;0,451;0,715;0,721;0,6;0,563;0,535;0,578;1
3548609;"São Bento do Sapucaí";2020;0,289;0,439;0,759;0,722;0,613;0,594;0,554;0,585;1
3548609;"São Bento do Sapucaí";2022;0,301;0,441;0,767;0,697;0,535;0,556;0,534;0,565;1
3548609;"São Bento do Sapucaí";2024;0,28;0,464;0,68;0,716;0,582;0,569;0,514;0,583;1
3548708;"São Bernardo do Campo";2014;0,503;0,457;0,745;0,698;0,473;0,449;0,574;0,535;0
3548708;"São Bernardo do Campo";2016;0,472;0,438;0,757;0,717;0,561;0,511;0,597;0,555;0
3548708;"São Bernardo do Campo";2018;0,481;0,451;0,761;0,721;0,603;0,563;0,615;0,578;0
3548708;"São Bernardo do Campo";2020;0,456;0,439;0,76;0,722;0,673;0,594;0,63;0,585;0
3548708;"São Bernardo do Campo";2022;0,459;0,441;0,733;0,697;0,635;0,556;0,609;0,565;0
3548708;"São Bernardo do Campo";2024;0,482;0,464;0,763;0,716;0,625;0,569;0,623;0,583;0
3548807;"São Caetano do Sul";2014;0,555;0,457;0,806;0,698;0,681;0,449;0,681;0,535;0
3548807;"São Caetano do Sul";2016;0,524;0,438;0,769;0,717;0,74;0,511;0,678;0,555;0
3548807;"São Caetano do Sul";2018;0,538;0,451;0,771;0,721;0,816;0,563;0,708;0,578;0
3548807;"São Caetano do Sul";2020;0,521;0,439;0,795;0,722;0,816;0,594;0,711;0,585;0
3548807;"São Caetano do Sul";2022;0,503;0,441;0,772;0,697;0,747;0,556;0,674;0,565;0
3548807;"São Caetano do Sul";2024;0,49;0,464;0,805;0,716;0,744;0,569;0,68;0,583;0
3548906;"São Carlos";2014;0,438;0,457;0,703;0,698;0,56;0,449;0,567;0,535;0
3548906;"São Carlos";2016;0,422;0,438;0,762;0,717;0,608;0,511;0,597;0,555;0
3548906;"São Carlos";2018;0,445;0,451;0,766;0,721;0,673;0,563;0,628;0,578;0
3548906;"São Carlos";2020;0,435;0,439;0,775;0,722;0,69;0,594;0,633;0,585;0
3548906;"São Carlos";2022;0,438;0,441;0,719;0,697;0,646;0,556;0,601;0,565;0
3548906;"São Carlos";2024;0,475;0,464;0,719;0,716;0,659;0,569;0,618;0,583;0
3549003;"São Francisco";2014;0,235;0,457;0,697;0,698;0,728;0,449;0,553;0,535;0
3549003;"São Francisco";2016;0,234;0,438;0,72;0,717;0,824;0,511;0,593;0,555;0
3549003;"São Francisco";2018;0,255;0,451;0,736;0,721;0,679;0,563;0,557;0,578;1
3549003;"São Francisco";2020;0,262;0,439;0,934;0,722;0,656;0,594;0,617;0,585;0
3549003;"São Francisco";2022;0,272;0,441;0,855;0,697;0,586;0,556;0,571;0,565;0
3549003;"São Francisco";2024;0,341;0,464;0,857;0,716;0,734;0,569;0,644;0,583;0
3549102;"São João da Boa Vista";2014;0,377;0,457;0,688;0,698;0,521;0,449;0,529;0,535;1
3549102;"São João da Boa Vista";2016;0,364;0,438;0,676;0,717;0,617;0,511;0,552;0,555;1
3549102;"São João da Boa Vista";2018;0,381;0,451;0,705;0,721;0,643;0,563;0,576;0,578;1
3549102;"São João da Boa Vista";2020;0,376;0,439;0,77;0,722;0,693;0,594;0,613;0,585;0
3549102;"São João da Boa Vista";2022;0,372;0,441;0,75;0,697;0,647;0,556;0,59;0,565;0
3549102;"São João da Boa Vista";2024;0,421;0,464;0,748;0,716;0,66;0,569;0,61;0,583;0
3549201;"São João das Duas Pontes";2014;0,253;0,457;0,725;0,698;0,481;0,449;0,486;0,535;1
3549201;"São João das Duas Pontes";2016;0,238;0,438;0,787;0,717;0,737;0,511;0,587;0,555;0
3549201;"São João das Duas Pontes";2018;0,27;0,451;0,827;0,721;0,474;0,563;0,524;0,578;1
3549201;"São João das Duas Pontes";2020;0,266;0,439;0,793;0,722;0,688;0,594;0,582;0,585;1
3549201;"São João das Duas Pontes";2022;0,245;0,441;0,867;0,697;0,497;0,556;0,536;0,565;1
3549201;"São João das Duas Pontes";2024;0,275;0,464;0,716;0,716;0,674;0,569;0,555;0,583;1
3549250;"São João de Iracema";2014;0,273;0,457;0,59;0,698;0,511;0,449;0,458;0,535;1
3549250;"São João de Iracema";2016;0,253;0,438;0,743;0,717;0,617;0,511;0,538;0,555;1
3549250;"São João de Iracema";2018;0,272;0,451;0,749;0,721;0,73;0,563;0,584;0,578;0
3549250;"São João de Iracema";2020;0,3;0,439;0,832;0,722;0,626;0,594;0,586;0,585;0
3549250;"São João de Iracema";2022;0,276;0,441;0,702;0,697;0,632;0,556;0,537;0,565;1
3549250;"São João de Iracema";2024;0,341;0,464;0,833;0,716;0,698;0,569;0,624;0,583;0
3549300;"São João do Pau d'Alho";2014;0,286;0,457;0,738;0,698;0,553;0,449;0,526;0,535;1
3549300;"São João do Pau d'Alho";2016;0,28;0,438;0,735;0,717;0,664;0,511;0,56;0,555;0
3549300;"São João do Pau d'Alho";2018;0,3;0,451;0,785;0,721;0,714;0,563;0,6;0,578;0
3549300;"São João do Pau d'Alho";2020;0,311;0,439;0,669;0,722;0,625;0,594;0,535;0,585;1
3549300;"São João do Pau d'Alho";2022;0,294;0,441;0,69;0,697;0,65;0,556;0,545;0,565;1
3549300;"São João do Pau d'Alho";2024;0,321;0,464;0,608;0,716;0,689;0,569;0,539;0,583;1
3549409;"São Joaquim da Barra";2014;0,408;0,457;0,699;0,698;0,47;0,449;0,526;0,535;1
3549409;"São Joaquim da Barra";2016;0,392;0,438;0,762;0,717;0,559;0,511;0,571;0,555;0
3549409;"São Joaquim da Barra";2018;0,408;0,451;0,748;0,721;0,598;0,563;0,585;0,578;0
3549409;"São Joaquim da Barra";2020;0,398;0,439;0,726;0,722;0,607;0,594;0,577;0,585;1
3549409;"São Joaquim da Barra";2022;0,411;0,441;0,744;0,697;0,553;0,556;0,569;0,565;0
3549409;"São Joaquim da Barra";2024;0,409;0,464;0,678;0,716;0,599;0,569;0,562;0,583;1
3549508;"São José da Bela Vista";2014;0,293;0,457;0,661;0,698;0,294;0,449;0,416;0,535;1
3549508;"São José da Bela Vista";2016;0,292;0,438;0,654;0,717;0,394;0,511;0,447;0,555;1
3549508;"São José da Bela Vista";2018;0,31;0,451;0,653;0,721;0,431;0,563;0,465;0,578;1
3549508;"São José da Bela Vista";2020;0,304;0,439;0,69;0,722;0,396;0,594;0,463;0,585;1
3549508;"São José da Bela Vista";2022;0,314;0,441;0,676;0,697;0,319;0,556;0,436;0,565;1
3549508;"São José da Bela Vista";2024;0,34;0,464;0,663;0,716;0,382;0,569;0,462;0,583;1
3549607;"São José do Barreiro";2014;0,237;0,457;0,586;0,698;0,292;0,449;0,372;0,535;1
3549607;"São José do Barreiro";2016;0,235;0,438;0,656;0,717;0,39;0,511;0,427;0,555;1
3549607;"São José do Barreiro";2018;0,266;0,451;0,673;0,721;0,355;0,563;0,431;0,578;1
3549607;"São José do Barreiro";2020;0,254;0,439;0,623;0,722;0,493;0,594;0,457;0,585;1
3549607;"São José do Barreiro";2022;0,25;0,441;0,743;0,697;0,403;0,556;0,465;0,565;1
3549607;"São José do Barreiro";2024;0,337;0,464;0,69;0,716;0,469;0,569;0,499;0,583;1
3549706;"São José do Rio Pardo";2014;0,398;0,457;0,636;0,698;0,52;0,449;0,518;0,535;1
3549706;"São José do Rio Pardo";2016;0,385;0,438;0,722;0,717;0,551;0,511;0,553;0,555;1
3549706;"São José do Rio Pardo";2018;0,403;0,451;0,718;0,721;0,619;0,563;0,58;0,578;0
3549706;"São José do Rio Pardo";2020;0,404;0,439;0,723;0,722;0,597;0,594;0,575;0,585;1
3549706;"São José do Rio Pardo";2022;0,399;0,441;0,606;0,697;0,583;0,556;0,529;0,565;1
3549706;"São José do Rio Pardo";2024;0,424;0,464;0,683;0,716;0,613;0,569;0,573;0,583;1
3549805;"São José do Rio Preto";2014;0,456;0,457;0,746;0,698;0,562;0,449;0,588;0,535;0
3549805;"São José do Rio Preto";2016;0,437;0,438;0,77;0,717;0,605;0,511;0,604;0,555;0
3549805;"São José do Rio Preto";2018;0,456;0,451;0,768;0,721;0,657;0,563;0,627;0,578;0
3549805;"São José do Rio Preto";2020;0,439;0,439;0,756;0,722;0,649;0,594;0,615;0,585;0
3549805;"São José do Rio Preto";2022;0,432;0,441;0,729;0,697;0,609;0,556;0,59;0,565;0
3549805;"São José do Rio Preto";2024;0,535;0,464;0,755;0,716;0,619;0,569;0,636;0,583;0
3549904;"São José dos Campos";2014;0,444;0,457;0,745;0,698;0,517;0,449;0,569;0,535;0
3549904;"São José dos Campos";2016;0,435;0,438;0,744;0,717;0,577;0,511;0,585;0,555;0
3549904;"São José dos Campos";2018;0,437;0,451;0,755;0,721;0,638;0,563;0,61;0,578;0
3549904;"São José dos Campos";2020;0,42;0,439;0,741;0,722;0,681;0,594;0,614;0,585;0
3549904;"São José dos Campos";2022;0,419;0,441;0,736;0,697;0,656;0,556;0,604;0,565;0
3549904;"São José dos Campos";2024;0,452;0,464;0,753;0,716;0,664;0,569;0,623;0,583;0
3549953;"São Lourenço da Serra";2014;0,424;0,457;0,699;0,698;0,466;0,449;0,53;0,535;1
3549953;"São Lourenço da Serra";2016;0,407;0,438;0,621;0,717;0,517;0,511;0,515;0,555;1
3549953;"São Lourenço da Serra";2018;0,432;0,451;0,677;0,721;0,584;0,563;0,564;0,578;1
3549953;"São Lourenço da Serra";2020;0,368;0,439;0,718;0,722;0,548;0,594;0,545;0,585;1
3549953;"São Lourenço da Serra";2022;0,346;0,441;0,654;0,697;0,542;0,556;0,514;0,565;1
3549953;"São Lourenço da Serra";2024;0,379;0,464;0,563;0,716;0,544;0,569;0,495;0,583;1
3550001;"São Luiz do Paraitinga";2014;0,261;0,457;0,686;0,698;0,421;0,449;0,456;0,535;1
3550001;"São Luiz do Paraitinga";2016;0,243;0,438;0,791;0,717;0,459;0,511;0,498;0,555;1
3550001;"São Luiz do Paraitinga";2018;0,285;0,451;0,853;0,721;0,518;0,563;0,552;0,578;1
3550001;"São Luiz do Paraitinga";2020;0,273;0,439;0,813;0,722;0,557;0,594;0,548;0,585;1
3550001;"São Luiz do Paraitinga";2022;0,266;0,441;0,571;0,697;0,514;0,556;0,45;0,565;1
3550001;"São Luiz do Paraitinga";2024;0,34;0,464;0,594;0,716;0,618;0,569;0,517;0,583;1
3550100;"São Manuel";2014;0,379;0,457;0,684;0,698;0,41;0,449;0,491;0,535;1
3550100;"São Manuel";2016;0,366;0,438;0,679;0,717;0,49;0,511;0,512;0,555;1
3550100;"São Manuel";2018;0,38;0,451;0,69;0,721;0,511;0,563;0,527;0,578;1
3550100;"São Manuel";2020;0,367;0,439;0,756;0,722;0,57;0,594;0,564;0,585;1
3550100;"São Manuel";2022;0,36;0,441;0,697;0,697;0,512;0,556;0,523;0,565;1
3550100;"São Manuel";2024;0,398;0,464;0,685;0,716;0,527;0,569;0,537;0,583;1
3550209;"São Miguel Arcanjo";2014;0,277;0,457;0,677;0,698;0,49;0,449;0,481;0,535;1
3550209;"São Miguel Arcanjo";2016;0,271;0,438;0,674;0,717;0,609;0,511;0,518;0,555;1
3550209;"São Miguel Arcanjo";2018;0,292;0,451;0,59;0,721;0,612;0,563;0,498;0,578;1
3550209;"São Miguel Arcanjo";2020;0,298;0,439;0,66;0,722;0,6;0,594;0,519;0,585;1
3550209;"São Miguel Arcanjo";2022;0,288;0,441;0,668;0,697;0,549;0,556;0,502;0,565;1
3550209;"São Miguel Arcanjo";2024;0,309;0,464;0,722;0,716;0,58;0,569;0,537;0,583;1
3550308;"São Paulo";2014;0,511;0,457;0,713;0,698;0,403;0,449;0,542;0,535;0
3550308;"São Paulo";2016;0,49;0,438;0,728;0,717;0,474;0,511;0,564;0,555;0
3550308;"São Paulo";2018;0,497;0,451;0,729;0,721;0,513;0,563;0,58;0,578;0
3550308;"São Paulo";2020;0,48;0,439;0,723;0,722;0,566;0,594;0,59;0,585;0
3550308;"São Paulo";2022;0,482;0,441;0,706;0,697;0,543;0,556;0,577;0,565;0
3550308;"São Paulo";2024;0,467;0,464;0,728;0,716;0,522;0,569;0,572;0,583;1
3550407;"São Pedro";2014;0,375;0,457;0,682;0,698;0,497;0,449;0,518;0,535;1
3550407;"São Pedro";2016;0,369;0,438;0,72;0,717;0,563;0,511;0,551;0,555;1
3550407;"São Pedro";2018;0,389;0,451;0,729;0,721;0,61;0,563;0,576;0,578;1
3550407;"São Pedro";2020;0,384;0,439;0,761;0,722;0,694;0,594;0,613;0,585;0
3550407;"São Pedro";2022;0,374;0,441;0,727;0,697;0,572;0,556;0,558;0,565;1
3550407;"São Pedro";2024;0,383;0,464;0,744;0,716;0,621;0,569;0,583;0,583;1
3550506;"São Pedro do Turvo";2014;0,293;0,457;0,67;0,698;0,575;0,449;0,513;0,535;1
3550506;"São Pedro do Turvo";2016;0,289;0,438;0,716;0,717;0,569;0,511;0,525;0,555;1
3550506;"São Pedro do Turvo";2018;0,293;0,451;0,724;0,721;0,688;0,563;0,568;0,578;1
3550506;"São Pedro do Turvo";2020;0,3;0,439;0,773;0,722;0,637;0,594;0,57;0,585;1
3550506;"São Pedro do Turvo";2022;0,3;0,441;0,659;0,697;0,601;0,556;0,52;0,565;1
3550506;"São Pedro do Turvo";2024;0,419;0,464;0,731;0,716;0,648;0,569;0,599;0,583;0
3550605;"São Roque";2014;0,432;0,457;0,646;0,698;0,465;0,449;0,514;0,535;1
3550605;"São Roque";2016;0,424;0,438;0,676;0,717;0,496;0,511;0,532;0,555;1
3550605;"São Roque";2018;0,435;0,451;0,676;0,721;0,573;0,563;0,561;0,578;1
3550605;"São Roque";2020;0,424;0,439;0,735;0,722;0,559;0,594;0,573;0,585;1
3550605;"São Roque";2022;0,441;0,441;0,719;0,697;0,47;0,556;0,543;0,565;1
3550605;"São Roque";2024;0,461;0,464;0,712;0,716;0,505;0,569;0,559;0,583;1
3550704;"São Sebastião";2014;0,565;0,457;0,671;0,698;0,423;0,449;0,553;0,535;0
3550704;"São Sebastião";2016;0,551;0,438;0,696;0,717;0,461;0,511;0,569;0,555;0
3550704;"São Sebastião";2018;0,517;0,451;0,72;0,721;0,553;0,563;0,597;0,578;0
3550704;"São Sebastião";2020;0,502;0,439;0,732;0,722;0,569;0,594;0,601;0,585;0
3550704;"São Sebastião";2022;0,58;0,441;0,692;0,697;0,554;0,556;0,609;0,565;0
3550704;"São Sebastião";2024;0,568;0,464;0,666;0,716;0,566;0,569;0,6;0,583;0
3550803;"São Sebastião da Grama";2014;0,353;0,457;0,669;0,698;0,393;0,449;0,472;0,535;1
3550803;"São Sebastião da Grama";2016;0,339;0,438;0,733;0,717;0,462;0,511;0,511;0,555;1
3550803;"São Sebastião da Grama";2018;0,347;0,451;0,82;0,721;0,548;0,563;0,572;0,578;1
3550803;"São Sebastião da Grama";2020;0,34;0,439;0,833;0,722;0,514;0,594;0,562;0,585;1
